0,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'VERB', 'PRON', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADV']"
1,"['TAGNAME', 'VERB', 'URL']"
2,"['TAGNAME', 'INTJ', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADJ']"
3,"['TAGNAME', 'NAME-ENT', 'NOUN', 'PRON', 'VERB', 'NAME-ENT', 'NOUN', 'URL']"
4,"['TAGNAME', 'NOUN', 'NAME-ENT', 'NAME-ENT', 'PRON', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT']"
5,"['TAGNAME', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PRON', 'ADV', 'VERB', 'NOUN', 'PRON', 'ADV', 'VERB', 'ADJ']"
6,"['TAGNAME', 'ADV', 'PRON', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'URL']"
7,"['TAGNAME', 'VERB', 'NAME-ENT', 'PRON', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'X']"
8,"['TAGNAME', 'PRON', 'NOUN', 'URL']"
9,"['NAME-ENT', 'NAME-ENT', 'URL']"
10,"['TAGNAME', 'ADV', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'PRON', 'URL']"
11,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NOUN', 'NAME-ENT', 'NAME-ENT', 'VERB', 'NOUN', 'NOUN', 'VERB', 'URL']"
12,"['INTJ', 'NOUN', 'VERB', 'ADJ', 'ADV', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'X', 'NOUN', 'PRON', 'PRON', 'VERB', 'X', 'ADJ', 'ADJ', 'NOUN']"
13,"['TAGNAME', 'PRON', 'VERB', 'NUM', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PRON', 'NOUN']"
14,"['TAGNAME', 'NAME-ENT', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'NOUN']"
15,"['TAGNAME', 'NOUN', 'URL']"
16,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'X', 'NOUN', 'NOUN', 'NOUN', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'VERB', 'ADJ', 'NOUN']"
17,"['TAGNAME', 'PRON', 'ADV', 'VERB', 'PRON']"
18,"['TAGNAME', 'PRON', 'ADJ', 'NOUN', 'PRON', 'ADV', 'ADJ', 'ADJ', 'PRON', 'VERB', 'NOUN']"
19,"['TAGNAME', 'NOUN', 'NOUN', 'URL']"
20,"['TAGNAME', 'TAGNAME', 'ADJ', 'NOUN', 'NOUN', 'TAGNAME', 'NOUN', 'PRON', 'NAME-ENT', 'ADJ', 'NOUN']"
21,"['TAGNAME', 'VERB', 'NAME-ENT', 'ADV', 'PRON', 'VERB']"
22,"['TAGNAME', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NUM', 'ADV', 'NOUN', 'URL', 'X', 'NOUN']"
23,"['TAGNAME', 'PRON', 'NOUN', 'NAME-ENT', 'PRON', 'VERB', 'NOUN']"
24,"['TAGNAME', 'PRON', 'VERB', 'NOUN']"
25,"['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NAME-ENT', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NAME-ENT', 'VERB', 'PRON', 'URL']"
26,"['TAGNAME', 'PRON', 'URL']"
27,"['TAGNAME', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'INTJ', 'X', 'NOUN']"
28,"['ADV', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NAME-ENT', 'NAME-ENT', 'NOUN', 'NOUN']"
29,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'URL', 'URL']"
30,"['TAGNAME', 'PRON', 'ADV', 'VERB', 'ADV', 'PRON', 'ADV', 'VERB', 'NOUN', 'VERB', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NOUN', 'ADV', 'VERB']"
31,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'TAGNAME', 'VERB', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT']"
32,"['TAGNAME', 'URL']"
33,"['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'URL']"
34,"['TAGNAME', 'PRON', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PRON', 'VERB', 'INTJ', 'NOUN', 'X', 'VERB', 'X']"
35,"['TAGNAME', 'INTJ', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'NOUN', 'VERB', 'PRON', 'ADJ', 'PRON', 'ADJ']"
36,"['ADV', 'X', 'NUM', 'VERB', 'PRON', 'NOUN', 'NOUN', 'INTJ', 'VERB', 'PRON', 'X', 'NOUN', 'PRON', 'ADJ']"
37,"['TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'NOUN', 'ADJ', 'NOUN']"
38,"['TAGNAME', 'NOUN', 'X', 'ADV', 'ADJ', 'NUM', 'URL']"
39,"['NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'URL', 'TAGNAME', 'NOUN', 'ADJ', 'VERB', 'PRON', 'INTJ', 'URL']"
40,"['NOUN', 'URL']"
41,"['TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'ADJ', 'TAGNAME', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NAME-ENT', 'URL']"
42,"['TAGNAME', 'TAGNAME', 'URL']"
43,"['TAGNAME', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'URL']"
44,"['TAGNAME', 'NAME-ENT', 'ADV', 'VERB', 'PRON', 'URL']"
45,"['TAGNAME', 'PRON', 'VERB', 'PRON', 'ADV']"
46,"['TAGNAME', 'NOUN', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'TAGNAME', 'NAME-ENT', 'NAME-ENT', 'URL']"
47,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'VERB', 'PRON', 'URL']"
48,"['TAGNAME', 'NAME-ENT', 'NOUN', 'NAME-ENT', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'PRON', 'VERB', 'TAGNAME', 'PRON', 'ADV', 'ADJ', 'NOUN']"
49,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'VERB', 'NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'VERB']"
50,"['TAGNAME', 'TAGNAME', 'NOUN', 'ADV', 'ADJ', 'INTJ']"
51,"['TAGNAME', 'NOUN', 'ADJ', 'ADV', 'X', 'PRON', 'VERB', 'X']"
52,"['TAGNAME', 'PRON', 'VERB', 'NOUN', 'NOUN', 'URL']"
53,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'VERB', 'X', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'ADJ', 'X', 'PRON', 'NOUN']"
54,"['TAGNAME', 'NAME-ENT', 'NUM', 'TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'X', 'NOUN', 'ADV', 'PRON', 'ADV', 'ADJ', 'PRON', 'VERB']"
55,"['TAGNAME', 'NAME-ENT', 'PRON', 'ADV', 'VERB']"
56,"['TAGNAME', 'ADJ', 'TAGNAME', 'TAGNAME', 'NOUN', 'PRON', 'VERB', 'NOUN', 'NOUN', 'PRON', 'NAME-ENT', 'VERB']"
57,"['TAGNAME', 'NAME-ENT', 'NOUN', 'ADJ', 'NOUN', 'URL']"
58,"['TAGNAME', 'NAME-ENT', 'NOUN', 'URL']"
59,"['TAGNAME', 'NAME-ENT', 'ADJ', 'ADJ', 'NAME-ENT', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'URL']"
60,"['NOUN', 'ADV', 'VERB', 'NOUN']"
61,"['TAGNAME', 'NAME-ENT', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NAME-ENT', 'NAME-ENT', 'TAGNAME', 'URL']"
62,"['TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'ADJ', 'ADJ', 'ADV', 'VERB', 'URL']"
63,"['TAGNAME', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'VERB', 'ADJ', 'NAME-ENT', 'ADJ', 'NOUN', 'NOUN', 'NOUN']"
64,"['TAGNAME', 'NOUN', 'PRON', 'ADV', 'VERB', 'URL']"
65,"['TAGNAME', 'PRON', 'ADJ', 'ADJ', 'ADJ', 'NOUN']"
66,"['PRON', 'VERB', 'TAGNAME', 'NOUN', 'URL', 'NOUN', 'NAME-ENT', 'NUM', 'X', 'NAME-ENT']"
67,"['TAGNAME', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'URL']"
68,"['TAGNAME', 'VERB', 'NOUN', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'URL']"
69,"['TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'URL']"
70,"['TAGNAME', 'VERB', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NAME-ENT', 'NOUN', 'NOUN', 'PRON', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'NAME-ENT']"
71,"['TAGNAME', 'NAME-ENT', 'NOUN', 'VERB', 'VERB', 'NAME-ENT', 'PRON', 'VERB', 'NOUN', 'NAME-ENT', 'ADJ', 'NOUN', 'NOUN']"
72,"['TAGNAME', 'NOUN', 'NOUN', 'VERB']"
73,"['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NAME-ENT', 'VERB', 'PRON', 'NAME-ENT', 'URL']"
74,"['NAME-ENT', 'NUM', 'NUM', 'NOUN', 'NUM', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NAME-ENT', 'NUM', 'URL']"
75,"['TAGNAME', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'VERB', 'URL']"
76,"['TAGNAME', 'TAGNAME', 'TAGNAME', 'TAGNAME', 'ADV', 'NOUN']"
77,"['PRON', 'VERB', 'NAME-ENT', 'VERB']"
78,"['TAGNAME', 'PRON', 'ADJ', 'NOUN', 'ADV']"
79,"['TAGNAME', 'PRON', 'NAME-ENT']"
